County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Clallam,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,177,0.46,United States
Clallam,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,116,0.3,United States
Clallam,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,54,0.14,United States
Clallam,U.S. Congressional District 6 Representative,Norm Dicks,(Prefers Democratic Party),20745,55.72,U.S. Congressional District 6
Clallam,U.S. Congressional District 6 Representative,Doug Cloud,(Prefers Republican Party),16489,44.28,U.S. Congressional District 6
Clallam,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),18987,49.42,Washington State
Clallam,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),19431,50.58,Washington State
Clallam,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),21519,58.92,Washington State
Clallam,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),15003,41.08,Washington State
Clallam,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),22048,61.12,Washington State
Clallam,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),14025,38.88,Washington State
Clallam,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),18655,52.6,Washington State
Clallam,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),16812,47.4,Washington State
Clallam,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),19974,56.66,Washington State
Clallam,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),15279,43.34,Washington State
Clallam,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),22459,62.13,Washington State
Clallam,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),13690,37.87,Washington State
Clallam,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),20349,56.12,Washington State
Clallam,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),15913,43.88,Washington State
Clallam,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,17026,52.57,Washington State
Clallam,Washington State Superintendent of Public Instruction,Randy Dorn,,15363,47.43,Washington State
Clallam,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),20038,57.23,Washington State
Clallam,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),14978,42.77,Washington State
Clallam,Legislative District 24 State Senator,Jim Hargrove,(Prefers Democratic Party),27052,100,Legislative District 24
Clallam,Legislative District 24 State Representative Pos. 1,Kevin Van De Wege,(Prefers Democratic Party),22331,61.68,Legislative District 24
Clallam,Legislative District 24 State Representative Pos. 1,Thomas Thomas,(Prefers G.O.P. Party),13876,38.32,Legislative District 24
Clallam,Legislative District 24 State Representative Pos. 2,Lynn Kessler,(Prefers Democratic Party),21959,60.37,Legislative District 24
Clallam,Legislative District 24 State Representative Pos. 2,Robert (Randy) Dutton,(Prefers Republican Party),14418,39.63,Legislative District 24
Clallam,CLALLAM COUNTY Commissioner #2,Mike Chapman,(States No Party Preference),23645,66.78,CLALLAM COUNTY
Clallam,CLALLAM COUNTY Commissioner #2,Terry L. Roth,(Prefers Republican Party),11760,33.22,CLALLAM COUNTY
Clallam,Supreme Court Justice Position 3,Mary Fairhurst,,23362,100,Supreme Court
Clallam,Supreme Court Justice Position 4,Charles W. Johnson,,23053,100,Supreme Court
Clallam,Supreme Court Justice Position 7,Debra L. Stephens,,23029,100,Supreme Court
Clallam,"Court of Appeals, Division 2, District 2 Judge Position 1",(Joyce) Robin Hunt,,23147,100,"Court of Appeals, Division 2, District 2"
Clallam,Clallam Superior Court Judge Position 1,Ken Williams,,24867,100,Clallam Superior Court
Clallam,Clallam Superior Court Judge Position 2,George L. Wood,,25240,100,Clallam Superior Court
Clallam,Clallam Superior Court Judge Position 3,Brooke Taylor,,24266,100,Clallam Superior Court
Clallam,CITY S Sales and Use Tax Levy for Transportation Improvement Program,Approved,,1640,49.09,CITY S
Clallam,CITY S Sales and Use Tax Levy for Transportation Improvement Program,Rejected,,1701,50.91,CITY S
Clallam,SCHOOL DISTRICT 121 Port Angeles School District Capital Projects Technology Levy,Approved,,7319,47.49,SCHOOL DISTRICT 121
Clallam,SCHOOL DISTRICT 121 Port Angeles School District Capital Projects Technology Levy,Rejected,,8092,52.51,SCHOOL DISTRICT 121
Clallam,SCHOOL DISTRICT 402 Bonds for High School Replacement Addition,Approved,,1291,55.12,SCHOOL DISTRICT 402
Clallam,SCHOOL DISTRICT 402 Bonds for High School Replacement Addition,Rejected,,1051,44.88,SCHOOL DISTRICT 402
Clallam,SCHOOL DISTRICT 402 Bonds for New Stadium and Mulitpurpose Field,Approved,,1030,44.45,SCHOOL DISTRICT 402
Clallam,SCHOOL DISTRICT 402 Bonds for New Stadium and Mulitpurpose Field,Rejected,,1287,55.55,SCHOOL DISTRICT 402
Clallam,FIRE DISTRICT 4 Proposition Authorizing Restoration of Previous Property Tax Levy,Approved,,514,45.45,FIRE DISTRICT 4
Clallam,FIRE DISTRICT 4 Proposition Authorizing Restoration of Previous Property Tax Levy,Rejected,,617,54.55,FIRE DISTRICT 4
Clallam,PUBLIC UTILITY DIST 1 Commissioner #2,Hugh E. Haffner,,13587,53.7,PUBLIC UTILITY DIST 1
Clallam,PUBLIC UTILITY DIST 1 Commissioner #2,Bob Jensen,,11714,46.3,PUBLIC UTILITY DIST 1
Clallam,HOSPITAL DISTRICT 1 Proposition Authorizing Emergency Medical Services Levy,Approved,,2209,71.47,HOSPITAL DISTRICT 1
Clallam,HOSPITAL DISTRICT 1 Proposition Authorizing Emergency Medical Services Levy,Rejected,,882,28.53,HOSPITAL DISTRICT 1
Clark,Statewide Initiative Measure 985 concerns transportation,Yes,,70093,40.05,Statewide
Clark,Statewide Initiative Measure 985 concerns transportation,No,,104909,59.95,Statewide
Clark,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,101043,56.44,Statewide
Clark,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,77975,43.56,Statewide
Clark,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,126081,71.79,Statewide
Clark,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,49539,28.21,Statewide
Clark,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,95356,52.17,United States
Clark,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,84212,46.08,United States
Clark,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,1791,0.98,United States
Clark,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,36,0.02,United States
Clark,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,26,0.01,United States
Clark,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,581,0.32,United States
Clark,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,622,0.34,United States
Clark,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,140,0.08,United States
Clark,U.S. Congressional District 3 Representative,Brian Baird,(Prefers Democratic Party),106878,61.21,U.S. Congressional District 3
Clark,U.S. Congressional District 3 Representative,Michael Delavar,(Prefers Republican Party),67733,38.79,U.S. Congressional District 3
Clark,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),87683,48.99,Washington State
Clark,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),91301,51.01,Washington State
Clark,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),94611,55.35,Washington State
Clark,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),76323,44.65,Washington State
Clark,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),97002,57.02,Washington State
Clark,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),73119,42.98,Washington State
Clark,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),86151,50.89,Washington State
Clark,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),83133,49.11,Washington State
Clark,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),94216,55.61,Washington State
Clark,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),75201,44.39,Washington State
Clark,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),95135,56.13,Washington State
Clark,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),74360,43.87,Washington State
Clark,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),88956,52.92,Washington State
Clark,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),79143,47.08,Washington State
Clark,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,74759,50.31,Washington State
Clark,Washington State Superintendent of Public Instruction,Randy Dorn,,73842,49.69,Washington State
Clark,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),89531,54.39,Washington State
Clark,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),75088,45.61,Washington State
Clark,Legislative District 15 State Representative Pos. 1,Bruce Chandler,(Prefers Republican Party),2330,63.08,Legislative District 15
Clark,Legislative District 15 State Representative Pos. 1,John (Jobs) Gotts,(Prefers Democratic Party),1364,36.92,Legislative District 15
Clark,Legislative District 15 State Representative Pos. 2,Dan Newhouse,(Prefers Republican Party),2421,65.17,Legislative District 15
Clark,Legislative District 15 State Representative Pos. 2,Tao Berman,(Prefers Democratic Party),1294,34.83,Legislative District 15
Clark,Legislative District 17 State Senator,Don Benton,(Prefers Republican Party),29426,51.14,Legislative District 17
Clark,Legislative District 17 State Senator,David Carrier,(Prefers Democratic Party),28111,48.86,Legislative District 17
Clark,Legislative District 17 State Representative Pos. 1,Tim Probst,(Prefers Democratic Party),31791,55.83,Legislative District 17
Clark,Legislative District 17 State Representative Pos. 1,Joseph James,(Prefers Republican Party),25147,44.17,Legislative District 17
Clark,Legislative District 17 State Representative Pos. 2,Deb Wallace,(Prefers Democratic Party),35046,61.31,Legislative District 17
Clark,Legislative District 17 State Representative Pos. 2,Micheline Doan,(Prefers Republican Party),22119,38.69,Legislative District 17
Clark,Legislative District 18 State Senator,Joseph Zarelli,(Prefers Republican Party),32510,55.07,Legislative District 18
Clark,Legislative District 18 State Senator,Jon Haugen,(Prefers Democratic Party),26527,44.93,Legislative District 18
Clark,Legislative District 18 State Representative Pos. 1,Jaime Herrera,(Prefers Republican Party),35388,60.62,Legislative District 18
Clark,Legislative District 18 State Representative Pos. 1,Vanessa Duplessie,(Prefers Democratic Party),22988,39.38,Legislative District 18
Clark,Legislative District 18 State Representative Pos. 2,Ed Orcutt,(Prefers Republican Party),37412,64.31,Legislative District 18
Clark,Legislative District 18 State Representative Pos. 2,Jonathan Fant,(Prefers Democratic Party),20765,35.69,Legislative District 18
Clark,Legislative District 49 State Senator,Craig Pridemore,(Prefers Democratic Party),30664,61.71,Legislative District 49
Clark,Legislative District 49 State Senator,Tom Langston,(Prefers G.O.P. Party),19029,38.29,Legislative District 49
Clark,Legislative District 49 State Representative Pos. 1,Jim Jacks,(Prefers Democratic Party),29721,60.04,Legislative District 49
Clark,Legislative District 49 State Representative Pos. 1,Debbie Peterson,(Prefers Republican Party),19782,39.96,Legislative District 49
Clark,Legislative District 49 State Representative Pos. 2,Jim Moeller,(Prefers Democratic Party),30401,62.62,Legislative District 49
Clark,Legislative District 49 State Representative Pos. 2,Mike Bomar,(Prefers Independent Party),18149,37.38,Legislative District 49
Clark,Supreme Court Justice Position 3,Mary Fairhurst,,124447,100,Supreme Court
Clark,Supreme Court Justice Position 4,Charles W. Johnson,,124371,100,Supreme Court
Clark,Supreme Court Justice Position 7,Debra L. Stephens,,124845,100,Supreme Court
Clark,MT PLEASANT SCHOOL DISTRICT Proposition No. 1 Maintenance and Operation Levy,Levy Yes,,5,55.56,MT PLEASANT SCHOOL DISTRICT
Clark,MT PLEASANT SCHOOL DISTRICT Proposition No. 1 Maintenance and Operation Levy,Levy No,,4,44.44,MT PLEASANT SCHOOL DISTRICT
Columbia,Statewide Initiative Measure 985 concerns transportation,Yes,,587,28.11,Statewide
Columbia,Statewide Initiative Measure 985 concerns transportation,No,,1501,71.89,Statewide
Columbia,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,1172,53.08,Statewide
Columbia,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,1036,46.92,Statewide
Columbia,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,1299,60.08,Statewide
Columbia,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,863,39.92,Statewide
Columbia,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,686,30.79,United States
Columbia,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,1499,67.28,United States
Columbia,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,26,1.17,United States
Columbia,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,2,0.09,United States
Columbia,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,0,0,United States
Columbia,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,1,0.04,United States
Columbia,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,11,0.49,United States
Columbia,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,3,0.13,United States
